0	0	0	1
10	0	0	1
30	0	0	1
45	0	0	1
55	0	0	1
65	0	0	1
75	0	0	1
85	0	0	1
92.5	0	0	1
97.5	0	0	1
100	0	0	1
0	12.27556	0	1
9.997383	11.25247	0	1
29.99215	9.206306	0	1
44.98822	7.671681	0	1
54.98561	6.648597	0	1
64.98299	5.625514	0	1
74.98037	4.60243	0	1
84.97776	3.579346	0	1
92.47579	2.812034	0	1
97.47448	2.300492	0	1
99.97383	2.044721	0	1
0	37.00623	0	1
10.05282	33.89686	0	1
30.15846	27.67814	0	1
45.2377	23.01409	0	1
55.29052	19.90473	0	1
65.34334	16.79537	0	1
75.39616	13.68601	0	1
85.44898	10.57664	0	1
92.9886	8.244622	0	1
98.01501	6.68994	0	1
100.5282	5.9126	0	1
0	61.91645	0	1
10.16893	56.6807	0	1
30.5068	46.20919	0	1
45.76019	38.35556	0	1
55.92912	33.11981	0	1
66.09806	27.88405	0	1
76.26699	22.6483	0	1
86.43592	17.41255	0	1
94.06262	13.48573	0	1
99.14708	10.86785	0	1
101.6893	9.558915	0	1
0	87.00623	0	1
10.34571	79.60397	0	1
31.03714	64.79946	0	1
46.55572	53.69607	0	1
56.90143	46.29382	0	1
67.24714	38.89156	0	1
77.59286	31.48931	0	1
87.93857	24.08705	0	1
95.69786	18.53536	0	1
100.8707	14.83423	0	1
103.4571	12.98367	0	1
0	112.2756	0	1
10.58317	102.6667	0	1
31.74951	83.44895	0	1
47.62426	69.03564	0	1
58.20743	59.42677	0	1
68.7906	49.8179	0	1
79.37377	40.20903	0	1
89.95694	30.60016	0	1
97.89432	23.39351	0	1
103.1859	18.58907	0	1
105.8317	16.18686	0	1
0	125	0	1
10.73223	114.2678	0	1
32.1967	92.8033	0	1
48.29505	76.70495	0	1
59.02728	65.97272	0	1
69.75952	55.24048	0	1
80.49175	44.50825	0	1
91.22398	33.77602	0	1
99.27316	25.72684	0	1
104.6393	20.36073	0	1
107.3223	17.67767	0	1
12.73845	125	0	1
22.34723	114.4142	0	1
41.56479	93.24268	0	1
55.97796	77.36403	0	1
65.58674	66.77825	0	1
75.19552	56.19248	0	1
84.8043	45.60671	0	1
94.41308	35.02094	0	1
101.6197	27.08161	0	1
106.4241	21.78872	0	1
108.8262	19.14228	0	1
38.0246	125	0	1
45.42666	114.6486	0	1
60.23077	93.94568	0	1
71.33385	78.41852	0	1
78.73591	68.06708	0	1
86.13796	57.71564	0	1
93.54002	47.3642	0	1
100.9421	37.01276	0	1
106.4936	29.24918	0	1
110.1946	24.07346	0	1
112.0452	21.4856	0	1
63.11998	125	0	1
68.3555	114.8243	0	1
78.82653	94.4729	0	1
86.67981	79.20936	0	1
91.91533	69.03366	0	1
97.15084	58.85796	0	1
102.3864	48.68226	0	1
107.6219	38.50656	0	1
111.5485	30.87479	0	1
114.1663	25.78694	0	1
115.4752	23.24301	0	1
88.0246	125	0	1
91.13376	114.9415	0	1
97.35209	94.82436	0	1
102.0158	79.73654	0	1
105.125	69.67799	0	1
108.2342	59.61944	0	1
111.3433	49.5609	0	1
114.4525	39.50235	0	1
116.7844	31.95844	0	1
118.3389	26.92917	0	1
119.1162	24.41453	0	1
112.7385	125	0	1
113.7614	115	0	1
115.8074	95.00004	0	1
117.3419	80.00006	0	1
118.3649	70.00008	0	1
119.3879	60.00009	0	1
120.4109	50.00011	0	1
121.4339	40.00012	0	1
122.2011	32.50013	0	1
122.7126	27.50014	0	1
122.9684	25.00014	0	1
125	125	0	1
125	115	0	1
125	95	0	1
125	80	0	1
125	70	0	1
125	60	0	1
125	50	0	1
125	40	0	1
125	32.5	0	1
125	27.5	0	1
125	25	0	1
0	0	10	1
10	0	10	1
30	0	10	1
45	0	10	1
55	0	10	1
65	0	10	1
75	0	10	1
85	0	10	1
92.5	0	10	1
97.5	0	10	1
100	0	10	1
0	12.27556	10	1
9.997383	11.25247	10	1
29.99215	9.206306	10	1
44.98822	7.671681	10	1
54.98561	6.648597	10	1
64.98299	5.625514	10	1
74.98037	4.60243	10	1
84.97776	3.579346	10	1
92.47579	2.812034	10	1
97.47448	2.300492	10	1
99.97383	2.044721	10	1
0	37.00623	10	1
10.05282	33.89686	10	1
30.15846	27.67814	10	1
45.2377	23.01409	10	1
55.29052	19.90473	10	1
65.34334	16.79537	10	1
75.39616	13.68601	10	1
85.44898	10.57664	10	1
92.9886	8.244622	10	1
98.01501	6.68994	10	1
100.5282	5.9126	10	1
0	61.91645	10	1
10.16893	56.6807	10	1
30.5068	46.20919	10	1
45.76019	38.35556	10	1
55.92912	33.11981	10	1
66.09806	27.88405	10	1
76.26699	22.6483	10	1
86.43592	17.41255	10	1
94.06262	13.48573	10	1
99.14708	10.86785	10	1
101.6893	9.558915	10	1
0	87.00623	10	1
10.34571	79.60397	10	1
31.03714	64.79946	10	1
46.55572	53.69607	10	1
56.90143	46.29382	10	1
67.24714	38.89156	10	1
77.59286	31.48931	10	1
87.93857	24.08705	10	1
95.69786	18.53536	10	1
100.8707	14.83423	10	1
103.4571	12.98367	10	1
0	112.2756	10	1
10.58317	102.6667	10	1
31.74951	83.44895	10	1
47.62426	69.03564	10	1
58.20743	59.42677	10	1
68.7906	49.8179	10	1
79.37377	40.20903	10	1
89.95694	30.60016	10	1
97.89432	23.39351	10	1
103.1859	18.58907	10	1
105.8317	16.18686	10	1
0	125	10	1
10.73223	114.2678	10	1
32.1967	92.8033	10	1
48.29505	76.70495	10	1
59.02728	65.97272	10	1
69.75952	55.24048	10	1
80.49175	44.50825	10	1
91.22398	33.77602	10	1
99.27316	25.72684	10	1
104.6393	20.36073	10	1
107.3223	17.67767	10	1
12.73845	125	10	1
22.34723	114.4142	10	1
41.56479	93.24268	10	1
55.97796	77.36403	10	1
65.58674	66.77825	10	1
75.19552	56.19248	10	1
84.8043	45.60671	10	1
94.41308	35.02094	10	1
101.6197	27.08161	10	1
106.4241	21.78872	10	1
108.8262	19.14228	10	1
38.0246	125	10	1
45.42666	114.6486	10	1
60.23077	93.94568	10	1
71.33385	78.41852	10	1
78.73591	68.06708	10	1
86.13796	57.71564	10	1
93.54002	47.3642	10	1
100.9421	37.01276	10	1
106.4936	29.24918	10	1
110.1946	24.07346	10	1
112.0452	21.4856	10	1
63.11998	125	10	1
68.3555	114.8243	10	1
78.82653	94.4729	10	1
86.67981	79.20936	10	1
91.91533	69.03366	10	1
97.15084	58.85796	10	1
102.3864	48.68226	10	1
107.6219	38.50656	10	1
111.5485	30.87479	10	1
114.1663	25.78694	10	1
115.4752	23.24301	10	1
88.0246	125	10	1
91.13376	114.9415	10	1
97.35209	94.82436	10	1
102.0158	79.73654	10	1
105.125	69.67799	10	1
108.2342	59.61944	10	1
111.3433	49.5609	10	1
114.4525	39.50235	10	1
116.7844	31.95844	10	1
118.3389	26.92917	10	1
119.1162	24.41453	10	1
112.7385	125	10	1
113.7614	115	10	1
115.8074	95.00004	10	1
117.3419	80.00006	10	1
118.3649	70.00008	10	1
119.3879	60.00009	10	1
120.4109	50.00011	10	1
121.4339	40.00012	10	1
122.2011	32.50013	10	1
122.7126	27.50014	10	1
122.9684	25.00014	10	1
125	125	10	1
125	115	10	1
125	95	10	1
125	80	10	1
125	70	10	1
125	60	10	1
125	50	10	1
125	40	10	1
125	32.5	10	1
125	27.5	10	1
125	25	10	1
